Entry	Status	Gene ontology IDs	Organism ID	Protein names
C4FRI2	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	546273	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
D1BLC9	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	479436	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
F5L2B5	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	768727	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
A0A2S7Z8N6	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	1298594	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
W1V5B9	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	1403949	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
W3Y233	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	936589	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
A0A2S7YZ90	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	1298595	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
A0A2S7YQK5	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	2027459	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
D1YQK7	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	686660	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
A0A2S7ZE52	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	1911680	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
T0T7W0	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	1316254	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
A0A239YNV8	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	248315	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
W1W2A3	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	1403932	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
E4LGE3	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	879309	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
A0A134BRV3	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	29466	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
A0A2I1TED6	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	29466	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
A0A2S7Z639	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	2027456	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
A0A068LDW2	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	77133	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
A0A068LDS1	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	77133	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
A0A117J1L3	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	29466	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)
A0A134BSG9	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	39778	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8) (Fragment)
W1WLA7	unreviewed	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	1403932	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8) (Fragment)
W1XM43	unreviewed	GO:0009116; GO:0016757	408170	Hypoxanthine phosphoribosyltransferase (Fragment)
