# MetaGOmics GO report
# MetaGOmics version: 0.1.1
# Run date: Tue Sep 17 22:23:38 PDT 2019
GO acc	GO aspect	GO name	count	total count	ratio
GO:0006725	biological_process	cellular aromatic compound metabolic process	10	10	1.0
GO:1901137	biological_process	carbohydrate derivative biosynthetic process	10	10	1.0
unknowncmp	cellular_component	unknown cellular component	10	10	1.0
GO:0016051	biological_process	carbohydrate biosynthetic process	10	10	1.0
GO:0016052	biological_process	carbohydrate catabolic process	10	10	1.0
GO:0016053	biological_process	organic acid biosynthetic process	10	10	1.0
GO:0006732	biological_process	coenzyme metabolic process	10	10	1.0
GO:0034654	biological_process	nucleobase-containing compound biosynthetic process	10	10	1.0
GO:0034655	biological_process	nucleobase-containing compound catabolic process	10	10	1.0
GO:0019752	biological_process	carboxylic acid metabolic process	10	10	1.0
GO:0006733	biological_process	oxidoreduction coenzyme metabolic process	10	10	1.0
GO:0046939	biological_process	nucleotide phosphorylation	10	10	1.0
GO:0008152	biological_process	metabolic process	10	10	1.0
GO:0034404	biological_process	nucleobase-containing small molecule biosynthetic process	10	10	1.0
GO:0006753	biological_process	nucleoside phosphate metabolic process	10	10	1.0
GO:0006754	biological_process	ATP biosynthetic process	10	10	1.0
GO:0003674	molecular_function	molecular_function	10	10	1.0
GO:0006757	biological_process	ATP generation from ADP	10	10	1.0
GO:0009056	biological_process	catabolic process	10	10	1.0
GO:0009058	biological_process	biosynthetic process	10	10	1.0
GO:0046364	biological_process	monosaccharide biosynthetic process	10	10	1.0
GO:0090407	biological_process	organophosphate biosynthetic process	10	10	1.0
GO:0005575	cellular_component	cellular_component	10	10	1.0
GO:0005975	biological_process	carbohydrate metabolic process	10	10	1.0
GO:0046390	biological_process	ribose phosphate biosynthetic process	10	10	1.0
GO:0018130	biological_process	heterocycle biosynthetic process	10	10	1.0
GO:0006793	biological_process	phosphorus metabolic process	10	10	1.0
GO:0046394	biological_process	carboxylic acid biosynthetic process	10	10	1.0
GO:0072330	biological_process	monocarboxylic acid biosynthetic process	10	10	1.0
GO:0006796	biological_process	phosphate-containing compound metabolic process	10	10	1.0
GO:0005996	biological_process	monosaccharide metabolic process	10	10	1.0
GO:0006807	biological_process	nitrogen compound metabolic process	10	10	1.0
GO:0046700	biological_process	heterocycle catabolic process	10	10	1.0
GO:0009108	biological_process	coenzyme biosynthetic process	10	10	1.0
GO:0006006	biological_process	glucose metabolic process	10	10	1.0
GO:0009117	biological_process	nucleotide metabolic process	10	10	1.0
GO:0055086	biological_process	nucleobase-containing small molecule metabolic process	10	10	1.0
GO:0009123	biological_process	nucleoside monophosphate metabolic process	10	10	1.0
GO:0009124	biological_process	nucleoside monophosphate biosynthetic process	10	10	1.0
GO:0009126	biological_process	purine nucleoside monophosphate metabolic process	10	10	1.0
GO:0009127	biological_process	purine nucleoside monophosphate biosynthetic process	10	10	1.0
GO:0046434	biological_process	organophosphate catabolic process	10	10	1.0
GO:0009132	biological_process	nucleoside diphosphate metabolic process	10	10	1.0
GO:0009135	biological_process	purine nucleoside diphosphate metabolic process	10	10	1.0
GO:0009141	biological_process	nucleoside triphosphate metabolic process	10	10	1.0
GO:0009142	biological_process	nucleoside triphosphate biosynthetic process	10	10	1.0
GO:0009144	biological_process	purine nucleoside triphosphate metabolic process	10	10	1.0
GO:0009145	biological_process	purine nucleoside triphosphate biosynthetic process	10	10	1.0
GO:0019318	biological_process	hexose metabolic process	10	10	1.0
GO:0019319	biological_process	hexose biosynthetic process	10	10	1.0
GO:0009150	biological_process	purine ribonucleotide metabolic process	10	10	1.0
GO:0009152	biological_process	purine ribonucleotide biosynthetic process	10	10	1.0
GO:0009156	biological_process	ribonucleoside monophosphate biosynthetic process	10	10	1.0
GO:0009161	biological_process	ribonucleoside monophosphate metabolic process	10	10	1.0
GO:0009165	biological_process	nucleotide biosynthetic process	10	10	1.0
GO:0009166	biological_process	nucleotide catabolic process	10	10	1.0
GO:0009167	biological_process	purine ribonucleoside monophosphate metabolic process	10	10	1.0
